active_period,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,29,4123742
201808,"Hawaiian Airlines",HA,"Hawaiian Airlines",HA,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,3,960000
201808,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,5,2300520
201808,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,19,2779700
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B772,-,265,118100000
201808,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,433,68110900
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B753,-,142,31808000
201808,"JetBlue Airways",B6,"JetBlue Airways",B6,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,392,67235840
201808,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,40,5912810
201808,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B789,-,18,7650000
201808,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,2,275578
201808,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,43,13330000
201808,"China Airlines",CI,"China Airlines",CI,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201808,"Air India Limited",AI,"Air India Limited",AI,International,Asia,Passenger,"Wide Body",Boeing,B772,-,40,19680000
201808,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B739,-,53,8336900
201808,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,9,1210338
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B773,-,15,8310000
201808,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B773,-,60,33240000
201808,"JetBlue Airways",B6,"JetBlue Airways",B6,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,143,20420296
201808,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Boeing,B788,-,36,13680000
201808,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,2,275578
201808,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B789,-,157,66725000
201808,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B744,-,31,19530000
201808,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,265,38769500
201808,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,146,22308800
201808,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B773,-,23,12742000
201808,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,882,151263000
201808,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B788,-,32,12160000
201808,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Freighter,"Wide Body",Boeing,B744,-,26,16896000
201808,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B772,-,1,470000
201808,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,8,1372160
201808,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B773,-,124,68696000
201808,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B764,-,4,1400000
201808,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,155,24018500
201808,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E175,-,16,1199312
201808,Finnair,AY,Finnair,AY,International,Europe,Passenger,"Wide Body",Airbus,A333,-,13,5359432
201808,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B762,-,24,6526000
201808,"Japan Airlines",JL,"Japan Airlines",JL,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201808,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Passenger,"Wide Body",Airbus,A346,-,31,17700907
201808,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,58,8485400
201808,"Compass Airlines",CP,"American Airlines",AA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,333,25034274
201808,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,184,26496000
201808,"Alaska Airlines",AS,"Alaska Airlines",AS,International,US,Passenger,"Narrow Body",Airbus,A321,-,209,36492654
201808,"Turkish Airlines",TK,"Turkish Airlines",TK,International,Europe,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201808,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Freighter,"Wide Body",Boeing,B748,-,25,19075000
201808,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B737,-,1176,150528000
201808,"Volaris Airlines",Y4,"Volaris Airlines",Y4,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,20,2940970
201808,"Philippine Airlines",PR,"Philippine Airlines",PR,International,Asia,Passenger,"Wide Body",Airbus,A343,-,10,4188780
201808,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Boeing,B744,-,32,20123043
201808,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,366,50430408
201807,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,1695,127052115
201807,"EVA Airways",BR,"EVA Airways",BR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,91,50414000
201807,"Sun Country Airlines",SY,"Sun Country Airlines",SY,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,53,7606600
201807,"Air India Limited",AI,"Air India Limited",AI,International,Asia,Passenger,"Wide Body",Boeing,B772,-,40,19680000
201807,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B773,-,8,4432000
201807,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B789,-,24,10200000
201807,"Hawaiian Airlines",HA,"Hawaiian Airlines",HA,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,62,24876942
201807,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,97,13793206
201807,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B788,-,40,15200000
201807,"Alaska Airlines",AS,"Alaska Airlines",AS,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,100,14322317
201807,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,7,941374
201807,"Air Pacific Limited dba Fiji Airways",FJ,"Air Pacific Limited dba Fiji Airways",FJ,International,"Australia / Oceania",Passenger,"Wide Body",Airbus,A333,-,2,815710
201807,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,35,10850000
201807,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B748,-,31,21142000
201807,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Airbus,A319,-,3,413367
201807,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,912,156408000
201807,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B773,-,23,12742000
201807,"Icelandair EHF",FI,"Icelandair EHF",FI,International,Europe,Passenger,"Wide Body",Boeing,B763,-,18,5760000
201807,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,141,20304000
201807,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,31,14147067
201807,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B789,-,58,24650000
201807,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B773,-,1,554000
201807,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A321,-,15,2572800
201807,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B789,-,2,850000
201807,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B762,-,20,5440000
201807,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,"Central America",Passenger,"Narrow Body",Boeing,B738,-,80,11704000
201807,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Wide Body",Boeing,B772,-,30,14760000
201807,"JetBlue Airways",B6,"JetBlue Airways",B6,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,389,66721280
201807,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,18,2646433
201807,"Singapore Airlines",SQ,"Singapore Airlines",SQ,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201807,"Compass Airlines",CP,"American Airlines",AA,Domestic,US,Passenger,"Regional Jet",Embraer,E170,-,289,21726442
201807,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B773,-,26,14404000
201807,"Air Canada",AC,"Air Canada",AC,International,Canada,Passenger,"Narrow Body",Airbus,A320,-,147,20919641
201807,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B789,-,155,65875000
201807,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Freighter,"Wide Body",Boeing,B744,-,26,16904000
201807,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,406,55941928
201807,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,19,2779700
201807,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Airbus,A332,-,4,1604964
201807,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Passenger,"Wide Body",Airbus,A346,-,31,17700907
201807,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1680,236551461
201807,Finnair,AY,Finnair,AY,International,Europe,Passenger,"Wide Body",Airbus,A333,-,13,5359432
201807,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,26,3532909
201807,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,187,26928000
201807,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Passenger,"Wide Body",Boeing,B789,-,8,3400000
201807,"All Nippon Airways",NH,"All Nippon Airways",NH,International,Asia,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201807,"Lufthansa German Airlines",LH,"Lufthansa German Airlines",LH,International,Europe,Passenger,"Wide Body",Airbus,A388,-,31,26768515
201807,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1464,209285717
201807,"Japan Airlines",JL,"Japan Airlines",JL,International,Asia,Passenger,"Wide Body",Boeing,B772,-,1,470000
201807,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Boeing,B772,-,2,920208
201807,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Bombardier,CRJ2,-,796,37412000
201807,"Air New Zealand",NZ,"Air New Zealand",NZ,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B772,-,5,2350000
201807,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B788,-,32,12160000
201807,"Alaska Airlines",AS,"Alaska Airlines",AS,International,US,Passenger,"Narrow Body",Airbus,A321,-,189,33000534
201807,"Frontier Airlines",F9,"Frontier Airlines",F9,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,7,995386
201807,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,472,74245600
201807,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B739,-,57,8956100
201807,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,47,6876100
201807,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,"Wide Body",Boeing,B744,-,4,2608000
201807,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Boeing,B738,-,47,6876100
201807,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B789,-,17,7225000
201807,"Alaska Airlines",AS,"Alaska Airlines",AS,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,127,19724100
201807,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B753,-,153,34272000
201807,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B739,-,1278,200899400
201807,"United Airlines",UA,"United Airlines",UA,International,Canada,Passenger,"Narrow Body",Airbus,A319,-,4,551156
201807,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,51,7461300
201807,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,39,12480000
201807,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Boeing,B744,-,31,19530000
201807,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B773,-,11,6094000
201807,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,626,123948000
201807,"Japan Airlines",JL,"Japan Airlines",JL,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201807,"Qantas Airways",QF,"Qantas Airways",QF,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B744,-,26,16471000
201807,"Asiana Airlines",OZ,"Asiana Airlines",OZ,International,Asia,Passenger,"Wide Body",Airbus,A359,-,31,14010388
201807,"Hong Kong Airlines Limited",HX,"Hong Kong Airlines Limited",HX,International,Asia,Passenger,"Wide Body",Airbus,A359,-,18,8214426
201807,Finnair,AY,Finnair,AY,International,Asia,Passenger,"Wide Body",Airbus,A333,-,1,412264
201807,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B773,-,126,69804000
201807,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B763,-,3,960000
201807,"Air China",CA,"Air China",CA,International,Asia,Passenger,"Wide Body",Boeing,B748,-,31,21328000
201807,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B712,-,256,28160000
201807,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Bombardier,CRJ2,-,31,1457000
201807,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Wide Body",Boeing,B764,-,27,9450000
201807,"SAS Airlines",SK,"SAS Airlines",SK,International,Europe,Passenger,"Wide Body",Airbus,A343,-,31,13121897
201807,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A321,-,7,1200640
201807,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B772,-,62,28520000
201807,"Philippine Airlines",PR,"Philippine Airlines",PR,International,Asia,Passenger,"Wide Body",Airbus,A343,-,13,5445414
201807,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Wide Body",Airbus,A333,-,2,824520
201807,"KLM Royal Dutch Airlines",KL,"KLM Royal Dutch Airlines",KL,International,Europe,Passenger,"Wide Body",Boeing,B744,-,31,19530000
201807,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B772,-,264,117495000
201807,"Volaris Airlines",Y4,"Volaris Airlines",Y4,International,Mexico,Passenger,"Narrow Body",Airbus,A320,-,21,3067953
201807,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,1278,186971400
201807,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Boeing,B752,-,314,62172000
201807,"United Airlines",UA,"United Airlines",UA,Domestic,US,Passenger,"Wide Body",Boeing,B788,-,25,9500000
201807,"British Airways",BA,"British Airways",BA,International,Europe,Passenger,"Wide Body",Airbus,A388,-,31,26722217
201807,"United Airlines",UA,"United Airlines",UA,International,"Australia / Oceania",Passenger,"Wide Body",Boeing,B789,-,31,13175000
201807,"Southwest Airlines",WN,"Southwest Airlines",WN,Domestic,US,Passenger,"Narrow Body",Boeing,B738,-,307,44393900
201807,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B738,-,2,292600
201807,"XL Airways France",SE,"XL Airways France",SE,International,Europe,Passenger,"Wide Body",Airbus,A332,-,13,5202906
201807,"Korean Air Lines",KE,"Korean Air Lines",KE,International,Asia,Freighter,"Wide Body",Boeing,B748,-,22,16786000
201807,"Air France",AF,"Air France",AF,International,Europe,Passenger,"Wide Body",Airbus,A388,-,30,25529520
201807,"WestJet Airlines",WS,"WestJet Airlines",WS,International,Canada,Passenger,"Narrow Body",Boeing,B737,-,75,9690000
201807,"United Airlines",UA,"United Airlines",UA,International,Europe,Passenger,"Wide Body",Boeing,B773,-,62,34348000
201807,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,21,2986158
201807,"Thomas Cook Airlines",MT,"Thomas Cook Airlines",MT,International,Europe,Passenger,"Wide Body",Airbus,A332,-,14,5577694
201807,"United Airlines",UA,"United Airlines",UA,International,Mexico,Passenger,"Narrow Body",Boeing,B739,-,70,11011000
201807,"SkyWest Airlines",OO,"United Airlines",UA,Domestic,US,Passenger,"Regional Jet",Embraer,E175,-,29,2173753
201807,"Delta Air Lines",DL,"Delta Air Lines",DL,Domestic,US,Passenger,"Narrow Body",Airbus,A319,-,9,1210338
201807,"Philippine Airlines",PR,"Philippine Airlines",PR,International,Asia,Passenger,"Wide Body",Boeing,B773,-,30,16620000
201807,"American Airlines",AA,"American Airlines",AA,Domestic,US,Passenger,"Narrow Body",Airbus,A320,-,1,142198
201807,"Turkish Airlines",TK,"Turkish Airlines",TK,International,Europe,Passenger,"Wide Body",Boeing,B773,-,31,17174000
201807,"WOW Air",WW,"WOW Air",WW,International,Europe,Passenger,"Wide Body",Airbus,A333,-,31,12643505
201807,"SkyWest Airlines",OO,"United Airlines",UA,International,Canada,Passenger,"Regional Jet",Embraer,E170,-,31,2323667
201807,"United Airlines",UA,"United Airlines",UA,International,Asia,Passenger,"Wide Body",Boeing,B772,-,3,1390000
